fulltext_url,title,work_url,work_type,contributor,publisher,date,type,format,extent,language,subject,spatial,is_part_of,identifier,rights,fulltext_url_text,catalogue_url
https://nla.gov.au/nla.obj-939569062,Tjakulpa kuwarritja.,https://trove.nla.gov.au/work/17855329,"Periodical | Periodical/Journal, magazine, other","Papunya Literature Production Centre | Papunya Literature Production Centre,","Papunya : Papunya Literature Production Centre. | Papunya, N.T. : Papunya Literature Production Centre,",1982,still image | text,volume,Volumes : illustrations ; 30 cm. | volumes : illustrations ; 30 cm.,Australian languages | English | Luritja (C7.1) | Pintupi (C10),Aboriginal Australian literature -- Periodicals. | Aboriginal Australian literature. | Australian | Australian languages -- Juvenile literature. | Australian literature -- Aboriginal Australian authors -- Periodicals. | Australian literature -- Aboriginal Australian authors. | Australian literature -- Aboriginal authors -- Periodicals. | Luritja language C7.1. | Luritja people C7.1. | Media - Print media. | Papunya (South Central NT SF52-16) | Pintupi dialect -- Juvenile literature. | Pintupi language -- Periodicals. | Pintupi language C10. | Pintupi people C10.,u-at-no,,AuCNLKIN: 000004107396 | AuCNLKIN: 000070665903 | OCoLC: 217819785,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-257218498,Transactions of the Royal Geographical Society of Australasia (Victorian Branch).,https://trove.nla.gov.au/work/17858052,"Periodical | Periodical/Journal, magazine, other",Royal Geographical Society of Australasia (Victoria),"Melbourne : The Society,",1890,text,volume,13 v. : ill. ; 22 cm.,,"Australia -- Discovery and exploration -- Periodicals. | Bradshaw, Joseph, 1854-1916 -- Travel -- Western Australia. | Kimberley (W.A.) -- Discovery and exploration. | Prince Regent River (W.A.) | Royal Geographical Society of Australasia (Victoria) -- Periodicals. | Royal Geographical Society of Australasia. Victorian Branch. | Victoria -- Description and travel. | Victoria -- Discovery and exploration.",u-at---,,AuCNLKIN: 000004108184 | AuCNLKIN: 000043588948 | AuCNLKIN: 000043588979 | AuCNLKIN: 000052766030 | OCoLC: 173352674,,National Library of Australia digitised item. PETHpam 2727 copy,
https://nla.gov.au/nla.obj-389050162,Pix.,https://trove.nla.gov.au/work/17992391,"Microform | Periodical | Periodical/Journal, magazine, other | Periodical/Newspaper",,"Sydney, N.S.W. : Associated Newspapers Limited,",1938,text,microfilm reel | volume,v. : ill. ; 36 cm.,,Australia -- Social life and customs -- Periodicals. | Australia New South Wales Sydney | Australia. | Australian newspapers -- Australia -- Sydney (N.S.W.) | Australian newspapers -- New South Wales -- Sydney. | Australian newspapers. | Australian periodicals. | Australians -- Newspapers. | Australians. | Illustrated periodicals -- Australia. | Illustrated periodicals. | New South Wales -- Sydney. | Sydney (N.S.W.) -- Newspapers. | Sydney (N.S.W.) -- Periodicals.,u-at-ne,,AuCNLKIN: 000007038265 | OCoLC: 173394064,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-73519776,Progress : an Australian journal to advocate the rights of the people in the land.,https://trove.nla.gov.au/work/18030135,"Periodical | Periodical/Journal, magazine, other",Prosper Australia. | Tax Reform Australia,"Melbourne : A.R. Hutchinson,",1904,,volume,v.,,Agriculture and politics -- Australia -- Periodicals. | Land value taxation -- Australia -- Periodicals. | Suffrage -- Australia -- Periodicals.,u-at---,,AuCNLKIN: 000007101916 | OCoLC: 216323378,,National Library of Australia digitised item. PETHpam 1002 copy,
https://nla.gov.au/nla.obj-851395032,Lesbians on the loose.,https://trove.nla.gov.au/work/18030396,"Periodical | Periodical/Journal, magazine, other",,"Newtown [N.S.W.] : Lesbians on the loose,",1990,still image | text,online resource | volume,1 Volume. | 1 online resource : illustrations.,,Australian periodicals -- New South Wales -- Newtown. | Lesbians -- New South Wales -- Newtown -- Periodicals. | Lesbians -- New South Wales -- Sydney -- Periodicals. | Lesbians -- Periodicals. | Newtown (N.S.W.) -- Periodicals.,u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000007102027 | AuCNLKIN: 000066473972 | OCoLC: 1137077274 | OCoLC: 37753759,,"Issues available online Vol. no. 1, (Jan. 1990)- Vol. 10, No. 2 (Feb. 1999) | National Library of Australia digitised item",
https://nla.gov.au/nla.obj-3238382082,"Report of the Chief Inspector of Factories, Workrooms, and Shops for the period ...",https://trove.nla.gov.au/work/18045261,"Government publication | Periodical | Periodical/Journal, magazine, other","Victoria. Chief Inspector of Factories, Workrooms, and Shops. | Victoria. Parliament","Melbourne : Govt. Printer,",1886,,volume,v. ; 35 cm.,,Factories -- Law and legislation -- Victoria -- Periodicals. | Factory inspection -- Victoria -- Periodicals. | Factory laws and legislation -- Victoria -- Periodicals.,u-at-vi,,AuCNLKIN: 000007115567 | AuCNLKIN: 000072444165 | OCoLC: 220621008,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-53819823,The acts of the Parliament of Tasmania.,https://trove.nla.gov.au/work/18065300,"Government publication | Periodical | Periodical/Journal, magazine, other",Tasmania.,"Hobart, Tas. : T.G. Prior, acting government printer,",1857,text,volume,v. : fold. maps. ; 25-34 cm.,,"Child welfare - Adoption and fostering. | Child welfare - Child / parent separation - Stolen generations. | Child welfare -- Australia. | Children, Aboriginal Australian -- Legal status, laws, etc. | Law - Family law. | Law -- Tasmania -- Periodicals. | Law -- Tasmania. | National Inquiry into the Separation of Aboriginal and Torres Strait Islander Children from their Families (Australia). Bringing them home. | Session laws -- Tasmania. | Statutes -- Tasmania. | Stolen generations (Australia) | Tasmania (Tas) | Truwana / Cape Barren Island (Tas Bass Strait SK55-02) | Youth, Aboriginal Australian -- Legal status, laws, etc.",u-at-tm,,AuCNLKIN: 000003325098 | OCoLC: 1587244,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-621173788,"Calendar / St. Andrew's College, University of Sydney.",https://trove.nla.gov.au/work/18084521,"Periodical | Periodical/Journal, magazine, other",St. Andrew's College (University of Sydney),"Sydney : St. Andrew's College, University of Sydney.",18uu,,volume,volumes ; 21 cm.,,Australian | St. Andrew's College (University of Sydney) -- Periodicals. | Universities and colleges -- New South Wales -- Sydney -- Periodicals.,u-at-ne,,AuCNLKIN: 000008308215 | OCoLC: 220656526,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-13289330,The Jackass : the First Australian General Hospital monthly.,https://trove.nla.gov.au/work/18093204,"Periodical | Periodical/Journal, magazine, other","Australia. Army. Australian General Hospital, 1st","[s.l. : s.n.],",1918,,volume,v. : ill. ; 24 cm.,,"Australia. Army. Australian General Hospital, 1st -- Periodicals.",u-at---,,AuCNLKIN: 000003360367 | OCoLC: 214987137,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3010543541,The Names and descriptions of all male and female convicts who arrived in the Colony of New South Wales during the year ...,https://trove.nla.gov.au/work/18095052,"Periodical | Periodical/Journal, magazine, other",,"[Sydney] : [s.n.],",1830,,volume,11 volumes ; 53 cm.,,Convicts -- New South Wales -- Directories. | New South Wales -- Exiles.,u-at-ne,,AuCNLKIN: 000003361051 | OCoLC: 214987935,,National Library of Australia digitised item. N F1456 copy,
https://nla.gov.au/nla.obj-325167134,Art in Australia.,https://trove.nla.gov.au/work/18109818,"Periodical | Periodical/Journal, magazine, other","Smith, Sydney Ure, 1887-1949.","Sydney, N.S.W. : S.U. Smith, B. Stevens and C.L. Jones,",1916,still image | text,online resource | volume,"1 online resource : colour illustrations, plates, portraits, facsimiles. | v. : ill. (part col.) plates (part col.) ports. (part col.) facsims. ; 25-31 cm. | volumes : illustrations (part colour), plates (part colour) portraits (part colour), facsimiles ; 25-31 cm.",,"Art -- Australia -- Periodicals. | Art, Australian -- Periodicals. | Arts -- Australia -- Periodicals. | Australian periodicals -- New South Wales -- Sydney. | Etching -- Australia -- Periodicals. | Greenway, Francis Howard, 1777-1837. | Greenway, Francis, 1777-1837. | Macquarie, Lachlan, 1761-1824. | Sydney (N.S.W.) -- Periodicals.",u-at--- | u-at-ne,series: Digitised newspapers and more. | series: Marcie Muir collection of Australian children's books.,AuCNLKIN: 000003366758 | AuCNLKIN: 000060444912 | AuCNLKIN: 000066491632 | OCoLC: 1137800113 | OCoLC: 173338606,,Issues available online No. 1 (1916)-no. 11 (1921)-no. 6 (Jun. 1942) | National Library of Australia digitised item. N 709.94 ART copy,
https://nla.gov.au/nla.obj-2967140327,Australian almanack : for the year of Our Lord......,https://trove.nla.gov.au/work/18161848,"Periodical | Periodical/Journal, magazine, other","Howe, Robert, 1795-1829. | Mansfield, Ralph, 1799-1880.","Sydney : Compiled and printed by Robert Howe,",1828,,volume,6 v. ; 20 cm. | 6 volumes ; 20 cm.,,"Almanacs, Australian. | Australia -- Collectibles.",u-at---,series: Rex nan Kivell Collection NK926. | series: Rex nan Kivell Collection NK967.,AuCNLKIN: 000005702417 | AuCNLKIN: 000048153641 | AuCNLKIN: 000060680565 | OCoLC: 173323253,,National Library of Australia digitised item. FRM F1170 copy,
https://nla.gov.au/nla.obj-2977051890,Australasian almanack : for the year of Our Lord ... ...,https://trove.nla.gov.au/work/18161861,"Periodical | Periodical/Journal, magazine, other","Howe, Robert, 1795-1829.","Sydney : Compiled and printed by Robert Howe,",1827,,volume,1 v. ; 19 cm. | 1 volumes ; 19 cm.,,"Almanacs, Australian.",u------,,AuCNLKIN: 000005702421 | AuCNLKIN: 000048153642 | OCoLC: 173323252,,National Library of Australia digitised item. FC F1099 copy,
https://nla.gov.au/nla.obj-2967431735,Australasian pocket almanack : for the year of Our Lord ... ...,https://trove.nla.gov.au/work/18161877,"Periodical | Periodical/Journal, magazine, other","Howe, Robert, 1795-1829.","Sydney : Compiled and printed by Robert Howe,",1822,text,volume,5 v. ; 17 cm.,,"Almanacs, Australian.",u------,,AuCNLKIN: 000005702426 | OCoLC: 173323251,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2967432484,New South Wales pocket almanack : for the year of our Lord and Saviour ... ...,https://trove.nla.gov.au/work/18161890,"Microform | Periodical | Periodical/Journal, magazine, other","Howe, George, 1769 or 1771-1821.","Sydney : Compiled and printed at Government Press by G. Howe,",1808,text,microfilm reel | volume,14 volumes ; 17 cm (12mo.),,"Almanacs, Australian.",u-at-ne,,AuCNLKIN: 000005702431 | OCoLC: 173323250,,National Library of Australia digitised item. FRM F484 copy,
https://nla.gov.au/nla.obj-2886699492,Australian almanac and repository of useful knowledge.,https://trove.nla.gov.au/work/18163164,"Periodical | Periodical/Journal, magazine, other",,"Sydney : W. and F. Ford,",1850,,volume,1 volumes ; 17 cm.,,"Almanacs, Australian.",u-at---,,AuCNLKIN: 000005702809 | OCoLC: 220326591,,National Library of Australia digitised item. FC F5273 copy,
https://nla.gov.au/nla.obj-3095167843,Architecture and arts.,https://trove.nla.gov.au/work/18163493,"Periodical | Periodical/Journal, magazine, other",Victorian Architectural Students Association.,"Melbourne : Victorian Architectural Students' Society,",1952,text,volume,volume : illustrations ; 27 cm.,,Architecture -- Australia -- Periodicals.,u-at---,,AuCNLKIN: 000005702917 | OCoLC: 173338525,,National Library of Australia digitised item. N 720.994 ARC copy,
https://nla.gov.au/nla.obj-2886700354,Ford's Australian almanac.,https://trove.nla.gov.au/work/18165264,"Periodical | Periodical/Journal, magazine, other",,"Sydney : W. and F. Ford,",1851,,volume,4 volumes ; 19 cm.,,"Almanacs, Australian.",u-at---,series: Rex Nan Kivell Collection ; NK10058,AuCNLKIN: 000005703318 | OCoLC: 173398316,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2886949240,Waugh & Cox's Australian almanac.,https://trove.nla.gov.au/work/18165269,"Periodical | Periodical/Journal, magazine, other",,"Sydney : Waugh and Cox,",1855,,volume,2 volumes : illustrations ; 17 cm.,,"Almanacs, Australian.",u-at---,,AuCNLKIN: 000005703320 | OCoLC: 220329053,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2886952021,J. Cox and Co's Australian almanac.,https://trove.nla.gov.au/work/18165276,"Periodical | Periodical/Journal, magazine, other",,"Sydney : J. Cox and Co.,",1857,text,volume,2 volumes ; 19 cm.,,"Almanacs, Australian.",u-at---,series: Rex Nan Kivell Collection ; NK951.,AuCNLKIN: 000005703325 | OCoLC: 220329079,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2886953778,Waugh's Australian almanac.,https://trove.nla.gov.au/work/18165282,"Periodical | Periodical/Journal, magazine, other","Angas, George French, 1822-1886. | Threlkeld, L.E. (Lancelot Edward), 1788-1859. | Waugh, James William, -1867.","Sydney : James W. Waugh,",1858,,volume,5 v. : ill. ; 18 cm. | 5 volumes : illustrations ; 18 cm.,,"Aboriginal Australians -- Languages. | Aboriginal and/or Torres Strait Islander content. | Almanacs, Australian. | Australian | Awabakal language (S66) (NSW SI56-05) | Awabakal people (S66) (NSW SI56-05) | Death - Mortuary customs. | Fishing. | Gathering. | Housing - Shelters. | Human biology - Physical anthropology. | Hunting. | Indigenous peoples - Pacific - Maori. | Lake Macquarie (NSW N Coast SI56-05) | Language - Linguistics - Grammar and syntax. | Language - Linguistics - Phonology - Pronunciation. | Language - Linguistics. | Language - Translation - Translating and interpreting. | Literature and stories - Poetry. | New South Wales (NSW) | Sydney (NSW SI56-05) | Weapons.",u-at--- | u-at-ne,,AuCNLKIN: 000005703326 | AuCNLKIN: 000047513393 | OCoLC: 220329099,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-55058106,Report for financial year ending ...,https://trove.nla.gov.au/work/18168043,"Government publication | Periodical | Periodical/Journal, magazine, other",Western Australia. Aborigines Department,"Perth, W.A. : Govt. Printer,",1899,,volume,v. ; 34 cm.,,Aboriginal Australians -- Western Australia -- Periodicals. | Western Australia. Aborigines Department -- Periodicals. | Western Australia. Aborigines Dept -- Periodicals.,u-at-we,,AuCNLKIN: 000005704156 | OCoLC: 220332833,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2920456345,Police journal / Australian Capital Territory Police Association.,https://trove.nla.gov.au/work/18183063,"Periodical | Periodical/Journal, magazine, other",Australian Capital Territory Police Association,"Canberra : The Association,",1962,text,volume,volumes.,,,,,AuCNLKIN: 000003407969 | OCoLC: 215062203,,National Library of Australia digitised item. N 331.8809947 POL copy,
https://nla.gov.au/nla.obj-3179037519,Journal and proceedings / the Western Australian Historical Society.,https://trove.nla.gov.au/work/18227766,"Periodical | Periodical/Journal, magazine, other",Western Australian Historical Society,"Perth [W.A.] : The Society,",1949,,volume,4 v. ; 21 cm.,,"Australia -- History -- Periodicals. | Royal Western Australian Historical Society -- Periodicals. | Western Australia -- History -- Periodicals. | Western Australia -- History -- Societies, etc -- Periodicals. | Western Australian Historical Society -- Periodicals.",u-at-we,series: Borrow Collection,AuCNLKIN: 000004245866 | OCoLC: 37168292,,National Library of Australia digitised item. N 994.1 ROY copy,
https://nla.gov.au/nla.obj-498015276,"The Earl Dalhousie gazette, and New South Wales intelligencer.",https://trove.nla.gov.au/work/18230355,Periodical | Periodical/Newspaper,,"Sydney : Fussell and Co,",1877,,volume,v. ; 28 cm.,,New South Wales -- Emigration and immigration. | Ocean travel. | Ship newspapers.,,,AuCNLKIN: 000004246592 | OCoLC: 173355491,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2825781237,Allerhand Lustiges aus dem Tokio Gesang-Verein / von Chisai Scotto.,https://trove.nla.gov.au/work/182387928,"Periodical | Periodical/Journal, magazine, other","Scotto, Chisai,",,1881,still image | text,volume,"volumes : illustrations, lithographs ; 31 cm.",,"Humorous songs -- Japan -- 19th century. | Humorous songs -- Japan -- 20th century. | Music -- Societies, etc -- Caricatures and cartoons -- Periodicals. | Music -- Societies, etc -- Portraits, caricatures, etc -- Periodicals. | Tokio Gesang-Verein -- Caricatures and cartoons -- Periodicals. | Tokio Gesang-Verein -- Portraits, caricatures, etc -- Periodicals.",a-ja---,,AuCNLKIN: 000051725130 | OCoLC: 852794977,,National Library of Australia digitised item. Sef 782 ALL copy,
https://nla.gov.au/nla.obj-381313795,The Australasian news.,https://trove.nla.gov.au/work/18240294,Periodical | Periodical/Newspaper,"Harrison, Thomas.","[s.l.] : S.S. Australasian,",1884,,volume,"v. : ill., map ; 24 cm.",,Australasian (Ship) -- Periodicals. | Passenger ships -- Periodicals. | Ship newspapers.,,,AuCNLKIN: 000003426948 | OCoLC: 215121449,,National Library of Australia digitised item. Np 059.4 AUS copy,
https://nla.gov.au/nla.obj-435501635,Report for the year ended 31 December / New South Wales Rifle Association.,https://trove.nla.gov.au/work/18304100,"Government publication | Periodical | Periodical/Journal, magazine, other",New South Wales Rifle Association.,"Sydney : Govt. Printer,",1860,,volume,v. ; 21 cm.,,New South Wales Rifle Association -- Periodicals.,u-at-ne,,AuCNLKIN: 000005758413 | OCoLC: 220416193,,National Library of Australia digitised item. JAFp BIBLIO F13293 copy,
https://nla.gov.au/nla.obj-41297945,"Basic training manual. 16, Electrical trades / Department of Employment and Youth Affairs.",https://trove.nla.gov.au/work/18351511,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia. Department of Employment and Industrial Relations | Australia. Department of Employment and Youth Affairs | National Electrical and Electronics Industry Training Committee (Australia),Canberra : Australian Govt. Pub. Service.,197u,,volume,v. : ill. ; 30 cm.,,Electrical engineering -- Periodicals.,,,AuCNLKIN: 000005773807 | OCoLC: 220439047,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-13809688,The Rising sun.,https://trove.nla.gov.au/work/18368452,"Periodical | Periodical/Journal, magazine, other",Australia. Army. Australian Imperial Force (1914-1921),"In the field, France : Anzac Press,",1916,,volume,v. : ill. ; 21 cm.,,"Australia. Army. Australian Imperial Force (1914-1921) -- Periodicals. | World War, 1914-1918 -- Australia -- Periodicals. | World War, 1914-1918 -- Campaigns -- France -- Periodicals. | World War, 1914-1918 -- Participation, Australian -- Periodicals.",,,AuCNLKIN: 000003513639 | AuCNLKIN: 000060680583 | OCoLC: 215290254,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-662443634,Road research technical paper.,https://trove.nla.gov.au/work/18372030,"Government publication | Periodical | Periodical/Journal, magazine, other",Road Research Laboratory (Great Britain),"London : H.M.S.O.,",1936,text,volume,v. : ill. ; 25 cm.,,Great Britain. | Road Research Laboratory -- Periodicals. | Road materials -- Periodicals. | Road materials. | Roads -- Great Britain -- Periodicals. | Roads -- Great Britain. | Roads. | Routes -- Grande-Bretagne -- Périodiques. | Routes -- Matériaux -- Grande-Bretagne -- Périodiques. | Routes -- Matériaux -- Périodiques.,e-uk---,,AuCNLKIN: 000004311862 | OCoLC: 1764418,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-268798653,Yacca / Alanvale Community College.,https://trove.nla.gov.au/work/18374598,"Periodical | Periodical/Journal, magazine, other","Alanvale Community College (Launceston, Tas.)","Mowbray, Tas. : The College,",1980,,volume,v. : ill. ; 30 cm.,,Alanvale Community College -- Periodicals.,,,AuCNLKIN: 000005784694 | OCoLC: 220457156,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3098771449,Ooranga : the magazine of the Canberra Grammar Junior School.,https://trove.nla.gov.au/work/18384208,"Periodical | Periodical/Journal, magazine, other",Canberra Grammar Junior School.,"Red Hill, A.C.T. : The School,",1969,,volume,v. : ill. ; 24 cm.,,Canberra Grammar Junior School -- Periodicals. | Private schools -- Australian Capital Territory -- Canberra -- Periodicals.,,,AuCNLKIN: 000005787206 | OCoLC: 220463331,,National Library of Australia digitised item. N 373.9471 OOR copy,
https://nla.gov.au/nla.obj-3098863089,Red Hill outlook : a newsletter / issued by the Canberra Grammar School.,https://trove.nla.gov.au/work/18384232,"Periodical | Periodical/Journal, magazine, other",Canberra Grammar School,"[Red Hill, A.C.T.] : The School,",1961,,volume,v. : ill. ; 30-35 cm.,,Australian | Canberra Grammar School -- Periodicals. | Private schools -- Australian Capital Territory -- Canberra -- Periodicals.,,,AuCNLKIN: 000005787216 | OCoLC: 220463342,,National Library of Australia digitised item. Nf 373.9471 RED copy,
https://nla.gov.au/nla.obj-53983557,Report of the Board for the Protection of the Aborigines in the Colony of Victoria.,https://trove.nla.gov.au/work/18405570,"Government publication | Periodical | Periodical/Journal, magazine, other",Board for the Protection of the Aborigines in the Colony of Victoria,"Melbourne : John Ferres,",1871,text,volume,25 v. ; 35 cm. | 25 volumes ; 35 cm.,,"Aboriginal Australians -- Australia -- Victoria -- Periodicals. | Aboriginal Australians -- Victoria -- Periodicals. | Aborigines, Australian -- Victoria -- Periodicals. | Board for the Protection of the Aborigines in the Colony of Victoria -- Periodicals.",u-at-vi,,AuCNLKIN: 000005797434 | AuCNLKIN: 000066094944 | OCoLC: 220469581,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3001811958,"The Australian diary and almanack, or, Daily memorandum book, for the year ...",https://trove.nla.gov.au/work/18413404,"Periodical | Periodical/Journal, magazine, other",,"Sydney : Published by W. Moffitt, and printed for him by W. Jones,",1837,,volume,11 volumes : illustrations ; 19 cm.,,"Almanacs, Australian.",u-at---,,AuCNLKIN: 000005799317 | OCoLC: 220474928,,National Library of Australia digitised item. FC  F2698 copy,
https://nla.gov.au/nla.obj-636270394,"The Australian magazine, or, Compendium of religious, literary, and miscellaneous intelligence.",https://trove.nla.gov.au/work/18428554,"Periodical | Periodical/Journal, magazine, other","Mansfield, Ralph, 1799-1880.","Sydney : Printed by Robert Howe,",1821,text,online resource | volume,1 online resource. | 2 volumes ; 19 cm.,,Australian literature -- Periodicals. | Australian periodicals -- New South Wales -- Sydney. | Australian periodicals. | Sydney (N.S.W.) -- Periodicals.,u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000005803768 | AuCNLKIN: 000066461724 | OCoLC: 1136136488 | OCoLC: 37164461,,"Issues available online Vol. 1, no. 1 (May 1821)-v. 2, no. 14 (Sept. 1822) | National Library of Australia digitised item. FRM F804 copy",
https://nla.gov.au/nla.obj-752101760,The Australian magazine.,https://trove.nla.gov.au/work/18429775 | https://trove.nla.gov.au/work/238034966,"Periodical | Periodical/Journal, magazine, other",,"[Sydney] : Printed by A. Cohen, 'Australian' Office,",1838,text,online resource | volume,1 online resource. | 1 volumes ; 21 cm.,,Australia -- Periodicals. | Australia -- Social life and customs -- 19th century -- Periodicals. | Australia. | Australian periodicals -- New South Wales -- Sydney. | Australian periodicals. | Manners and customs. | New South Wales -- Sydney. | Sydney (N.S.W.) -- Periodicals.,u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000005803961 | AuCNLKIN: 000066476215 | OCoLC: 1137176242 | OCoLC: 220491792,,"Issues available online Vol. 1, no. 1 (Jan. 1838)-v. 1, no. 3 (Mar. 1838) | National Library of Australia digitised item",
https://nla.gov.au/nla.obj-669357561,Australian fisheries newsletter.,https://trove.nla.gov.au/work/18435054,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia. Fisheries Branch,"Canberra : Dept. of Primary Industry, Fisheries Branch,",1965,text,volume,4 v. : ill. ; 24 cm.,,Australia. | Australia. Fisheries Branch -- Periodicals. | Australian | Fisheries -- Australia -- Periodicals. | Fisheries -- Australia -- Statistics -- Periodicals. | Fisheries.,u-at---,,AuCNLKIN: 000004353902 | OCoLC: 1577887,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-669356323,Fisheries news-letter / issued by the Fisheries Division of the Council for Scientific and Industrial Research.,https://trove.nla.gov.au/work/18435059,"Government publication | Microform | Periodical | Periodical/Journal, magazine, other",Australia. Department of Commerce and Agriculture | Australia. Department of Post-war Reconstruction | Australia. Department of Primary Industry | Australia. Department of War Organization of Industry | Australia. Fisheries Branch | Commonwealth Fisheries Office (Australia) | Council for Scientific and Industrial Research (Australia). Division of Fisheries,"Cronulla, N.S.W. : The Division,",1941,text,volume,23 v. : ill. ; 25 cm. | 23 volumes : illustrations ; 25 cm.,,Australia. | Australian | Fisheries -- Australia. | Fisheries.,u-at---,,AuCNLKIN: 000004353903 | AuCNLKIN: 000070944787 | OCoLC: 1577870,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-369769626,The Emu : official organ of the Australasian Ornithologists' Union.,https://trove.nla.gov.au/work/18436260,"Periodical | Periodical/Journal, magazine, other",Australasian Ornithologists' Union. | Royal Australasian Ornithologists' Union,Melbourne : Australasian Ornithologists' Union,1901,text,online resource | volume,volumes : illustrations (some color) ; 25 cm.,,Australasia. | Birds -- Australasia. | Birds -- Australia -- Periodicals. | Birds. | Oiseaux -- Australie -- Périodiques. | Oiseaux -- Nouvelle-Zélande -- Périodiques. | Ornithologie -- Périodiques. | Ornithology -- Periodicals. | Ornithology. | Serial | Vogels.,u------,,AuCNLKIN: 000004354244 | OCoLC: 1567848,,"National Library of Australia digitised item. JAFp BIO 209 copy (ie issue v. 38, pt. 2 - October 1938)",
https://nla.gov.au/nla.obj-815027576,Art and architecture : the journal of the Institute of Architects of New South Wales.,https://trove.nla.gov.au/work/18504923,"Microform | Periodical | Periodical/Journal, magazine, other",Institute of Architects of New South Wales,"Sydney : W. Brooks,",1905,still image | text,online resource | volume,1 online resource : illustrations. | 8 v. : ill. ; 32 cm. | 8 volumes : illustrations ; 32 cm.,,Architecture -- Australia -- New South Wales -- Periodicals. | Architecture -- New South Wales -- Periodicals. | Architecture -- Periodicals. | Architecture. | Australian periodicals -- New South Wales -- Sydney. | New South Wales. | Sydney (N.S.W.) -- Periodicals.,u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000003933249 | AuCNLKIN: 000066473772 | AuCNLKIN: 000071210220 | OCoLC: 1137071982 | OCoLC: 216792407,,Issues available online Vol.2 (1905)-v.9 (1912) | National Library of Australia digitised item,
https://nla.gov.au/nla.obj-815018361,Journal of the Institute of Architects of New South Wales.,https://trove.nla.gov.au/work/18505174,"Microform | Periodical | Periodical/Journal, magazine, other",Institute of Architects of New South Wales,"Sydney : William Brooks & Co., | Sydney : William Brooks,",1904,still image | text,online resource | volume,1 online resource : illustrations. | 1 v. : ill. ; 32 cm. | 1 v. : ill. ; 33 cm.,,Architecture -- Australia -- Periodicals. | Architecture -- New South Wales -- Periodicals. | Architecture -- Periodicals. | Art -- Australia -- Periodicals. | Australian periodicals -- New South Wales -- Sydney. | Sydney (N.S.W.) -- Periodicals.,u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000003933240 | AuCNLKIN: 000055556279 | AuCNLKIN: 000066473783 | OCoLC: 1137072422 | OCoLC: 216792256,,"Issues available online Vol. 1, no. 1 (Jan. 1904)-v. 1, no. 4 (Oct. 1904) | National Library of Australia digitised item",
https://nla.gov.au/nla.obj-483060448,U3A Sunshine e-Voice.,https://trove.nla.gov.au/work/185170546,"Periodical | Periodical/Journal, magazine, other","University of the Third Age (Sunshine Coast, Qld.)","Maroochydore, Qld. : University of the Third Age,",2012,,online resource | volume,electronic text : PDF file.,,"Continuing education -- Queensland -- Periodicals. | Older people -- Education -- Queensland -- Sunshine Coast -- Periodicals. | University of the Third Age (Sunshine Coast, Qld.) -- Periodicals.",u-at-qn,,AuCNLKIN: 000066269763 | OCoLC: 858966351,,National edeposit,
https://nla.gov.au/nla.obj-254636277,ANARE reports. Series B.,https://trove.nla.gov.au/work/18530965,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia. Antarctic Division | Australian National Antarctic Research Expeditions,"Melbourne : Antarctic Division, Dept. of External Affairs.",1952,,volume,v. : ill. ; 25cm.,,Antarctic regions -- Periodicals. | Antarctica.,t------,,AuCNLKIN: 000003584101 | OCoLC: 64149381,,National Library of Australia digitised item. N 919.9 AUS copy,
https://nla.gov.au/nla.obj-651822092,The book lover : a literary review.,https://trove.nla.gov.au/work/18536801,"Microform | Periodical | Periodical/Journal, magazine, other",,"[Melbourne] : J.W. Cutting,",1899,text,microform reel | volume,24 v. : ill. ; 37 cm.,,Australia -- Social life and customs -- Periodicals. | Australian literature -- Periodicals. | Books -- Reviews -- Periodicals.,,,AuCNLKIN: 000005848572 | OCoLC: 220538038,,National Library of Australia digitised item,
